TAMANHO;NOME;OBJETO;TIPO;FOTO;FUNDO;LOCAL;PERIODO;NOME_FINAL
3029267;DSCN8075.JPG;COPO;6;3;BRANCO;EXTERNO;DIA;COPO_6_3_BRANCO_EXTERNO_DIA_DSCN8075.JPG
3147085;DSCN9300.JPG;COPO;6;3;BRANCO;EXTERNO;NOITE;COPO_6_3_BRANCO_EXTERNO_NOITE_DSCN9300.JPG
3101108;DSCN8539.JPG;COPO;6;3;BRANCO;INTERNO;DIA;COPO_6_3_BRANCO_INTERNO_DIA_DSCN8539.JPG
3044957;DSCN8989.JPG;COPO;6;3;BRANCO;INTERNO;NOITE;COPO_6_3_BRANCO_INTERNO_NOITE_DSCN8989.JPG
3333543;DSCN7804.JPG;COPO;6;3;PEDRA;EXTERNO;DIA;COPO_6_3_PEDRA_EXTERNO_DIA_DSCN7804.JPG
3151510;DSCN9423.JPG;COPO;6;3;PEDRA;EXTERNO;NOITE;COPO_6_3_PEDRA_EXTERNO_NOITE_DSCN9423.JPG
3279254;DSCN7941.JPG;COPO;6;3;TAPETE;EXTERNO;DIA;COPO_6_3_TAPETE_EXTERNO_DIA_DSCN7941.JPG
3253456;DSCN9201.JPG;COPO;6;3;TAPETE;EXTERNO;NOITE;COPO_6_3_TAPETE_EXTERNO_NOITE_DSCN9201.JPG
3242440;DSCN8401.JPG;COPO;6;3;TAPETE;INTERNO;DIA;COPO_6_3_TAPETE_INTERNO_DIA_DSCN8401.JPG
3182546;DSCN8846.JPG;COPO;6;3;TAPETE;INTERNO;NOITE;COPO_6_3_TAPETE_INTERNO_NOITE_DSCN8846.JPG
3316342;DSCN8151.JPG;FACA;1;1;ASSOALHO;INTERNO;DIA;FACA_1_1_ASSOALHO_INTERNO_DIA_DSCN8151.JPG
3262945;DSCN8608.JPG;FACA;1;1;ASSOALHO;INTERNO;NOITE;FACA_1_1_ASSOALHO_INTERNO_NOITE_DSCN8608.JPG
2997275;DSCN7976.JPG;FACA;1;1;BRANCO;EXTERNO;DIA;FACA_1_1_BRANCO_EXTERNO_DIA_DSCN7976.JPG
3115806;DSCN9232.JPG;FACA;1;1;BRANCO;EXTERNO;NOITE;FACA_1_1_BRANCO_EXTERNO_NOITE_DSCN9232.JPG
3078657;DSCN8436.JPG;FACA;1;1;BRANCO;INTERNO;DIA;FACA_1_1_BRANCO_INTERNO_DIA_DSCN8436.JPG
3029846;DSCN8890.JPG;FACA;1;1;BRANCO;INTERNO;NOITE;FACA_1_1_BRANCO_INTERNO_NOITE_DSCN8890.JPG
3250657;DSCN7722.JPG;FACA;1;1;PEDRA;EXTERNO;DIA;FACA_1_1_PEDRA_EXTERNO_DIA_DSCN7722.JPG
3191508;DSCN9040.JPG;FACA;1;1;PEDRA;EXTERNO;NOITE;FACA_1_1_PEDRA_EXTERNO_NOITE_DSCN9040.JPG
3250830;DSCN7848.JPG;FACA;1;1;TAPETE;EXTERNO;DIA;FACA_1_1_TAPETE_EXTERNO_DIA_DSCN7848.JPG
3325211;DSCN9133.JPG;FACA;1;1;TAPETE;EXTERNO;NOITE;FACA_1_1_TAPETE_EXTERNO_NOITE_DSCN9133.JPG
3370430;DSCN8306.JPG;FACA;1;1;TAPETE;INTERNO;DIA;FACA_1_1_TAPETE_INTERNO_DIA_DSCN8306.JPG
3307793;DSCN8747.JPG;FACA;1;1;TAPETE;INTERNO;NOITE;FACA_1_1_TAPETE_INTERNO_NOITE_DSCN8747.JPG
2894299;DSCN8152.JPG;FACA;1;2;ASSOALHO;INTERNO;DIA;FACA_1_2_ASSOALHO_INTERNO_DIA_DSCN8152.JPG
3033576;DSCN8609.JPG;FACA;1;2;ASSOALHO;INTERNO;NOITE;FACA_1_2_ASSOALHO_INTERNO_NOITE_DSCN8609.JPG
2997578;DSCN7977.JPG;FACA;1;2;BRANCO;EXTERNO;DIA;FACA_1_2_BRANCO_EXTERNO_DIA_DSCN7977.JPG
3147291;DSCN9233.JPG;FACA;1;2;BRANCO;EXTERNO;NOITE;FACA_1_2_BRANCO_EXTERNO_NOITE_DSCN9233.JPG
3091148;DSCN8437.JPG;FACA;1;2;BRANCO;INTERNO;DIA;FACA_1_2_BRANCO_INTERNO_DIA_DSCN8437.JPG
3041629;DSCN8891.JPG;FACA;1;2;BRANCO;INTERNO;NOITE;FACA_1_2_BRANCO_INTERNO_NOITE_DSCN8891.JPG
3057530;DSCN7723.JPG;FACA;1;2;PEDRA;EXTERNO;DIA;FACA_1_2_PEDRA_EXTERNO_DIA_DSCN7723.JPG
3196187;DSCN9041.JPG;FACA;1;2;PEDRA;EXTERNO;NOITE;FACA_1_2_PEDRA_EXTERNO_NOITE_DSCN9041.JPG
3312891;DSCN7849.JPG;FACA;1;2;TAPETE;EXTERNO;DIA;FACA_1_2_TAPETE_EXTERNO_DIA_DSCN7849.JPG
3245716;DSCN9134.JPG;FACA;1;2;TAPETE;EXTERNO;NOITE;FACA_1_2_TAPETE_EXTERNO_NOITE_DSCN9134.JPG
3249149;DSCN8307.JPG;FACA;1;2;TAPETE;INTERNO;DIA;FACA_1_2_TAPETE_INTERNO_DIA_DSCN8307.JPG
3300182;DSCN8748.JPG;FACA;1;2;TAPETE;INTERNO;NOITE;FACA_1_2_TAPETE_INTERNO_NOITE_DSCN8748.JPG
2924353;DSCN8153.JPG;FACA;1;3;ASSOALHO;INTERNO;DIA;FACA_1_3_ASSOALHO_INTERNO_DIA_DSCN8153.JPG
3043911;DSCN8610.JPG;FACA;1;3;ASSOALHO;INTERNO;NOITE;FACA_1_3_ASSOALHO_INTERNO_NOITE_DSCN8610.JPG
2998855;DSCN7978.JPG;FACA;1;3;BRANCO;EXTERNO;DIA;FACA_1_3_BRANCO_EXTERNO_DIA_DSCN7978.JPG
3092348;DSCN9234.JPG;FACA;1;3;BRANCO;EXTERNO;NOITE;FACA_1_3_BRANCO_EXTERNO_NOITE_DSCN9234.JPG
3087500;DSCN8438.JPG;FACA;1;3;BRANCO;INTERNO;DIA;FACA_1_3_BRANCO_INTERNO_DIA_DSCN8438.JPG
3038793;DSCN8892.JPG;FACA;1;3;BRANCO;INTERNO;NOITE;FACA_1_3_BRANCO_INTERNO_NOITE_DSCN8892.JPG
3249526;DSCN7724.JPG;FACA;1;3;PEDRA;EXTERNO;DIA;FACA_1_3_PEDRA_EXTERNO_DIA_DSCN7724.JPG
3204021;DSCN9042.JPG;FACA;1;3;PEDRA;EXTERNO;NOITE;FACA_1_3_PEDRA_EXTERNO_NOITE_DSCN9042.JPG
3232698;DSCN7850.JPG;FACA;1;3;TAPETE;EXTERNO;DIA;FACA_1_3_TAPETE_EXTERNO_DIA_DSCN7850.JPG
3308948;DSCN9135.JPG;FACA;1;3;TAPETE;EXTERNO;NOITE;FACA_1_3_TAPETE_EXTERNO_NOITE_DSCN9135.JPG
3300434;DSCN8308.JPG;FACA;1;3;TAPETE;INTERNO;DIA;FACA_1_3_TAPETE_INTERNO_DIA_DSCN8308.JPG
3318867;DSCN8749.JPG;FACA;1;3;TAPETE;INTERNO;NOITE;FACA_1_3_TAPETE_INTERNO_NOITE_DSCN8749.JPG
2975529;DSCN8273.JPG;FACA;2;1;ASSOALHO;INTERNO;DIA;FACA_2_1_ASSOALHO_INTERNO_DIA_DSCN8273.JPG
3229693;DSCN8611.JPG;FACA;2;1;ASSOALHO;INTERNO;NOITE;FACA_2_1_ASSOALHO_INTERNO_NOITE_DSCN8611.JPG
2976380;DSCN7979.JPG;FACA;2;1;BRANCO;EXTERNO;DIA;FACA_2_1_BRANCO_EXTERNO_DIA_DSCN7979.JPG
3098246;DSCN9235.JPG;FACA;2;1;BRANCO;EXTERNO;NOITE;FACA_2_1_BRANCO_EXTERNO_NOITE_DSCN9235.JPG
3077303;DSCN8439.JPG;FACA;2;1;BRANCO;INTERNO;DIA;FACA_2_1_BRANCO_INTERNO_DIA_DSCN8439.JPG
3005516;DSCN8893.JPG;FACA;2;1;BRANCO;INTERNO;NOITE;FACA_2_1_BRANCO_INTERNO_NOITE_DSCN8893.JPG
3340302;DSCN7719.JPG;FACA;2;1;PEDRA;EXTERNO;DIA;FACA_2_1_PEDRA_EXTERNO_DIA_DSCN7719.JPG
3154054;DSCN9043.JPG;FACA;2;1;PEDRA;EXTERNO;NOITE;FACA_2_1_PEDRA_EXTERNO_NOITE_DSCN9043.JPG
3294637;DSCN7854.JPG;FACA;2;1;TAPETE;EXTERNO;DIA;FACA_2_1_TAPETE_EXTERNO_DIA_DSCN7854.JPG
3254737;DSCN9136.JPG;FACA;2;1;TAPETE;EXTERNO;NOITE;FACA_2_1_TAPETE_EXTERNO_NOITE_DSCN9136.JPG
3253600;DSCN8309.JPG;FACA;2;1;TAPETE;INTERNO;DIA;FACA_2_1_TAPETE_INTERNO_DIA_DSCN8309.JPG
3230238;DSCN8750.JPG;FACA;2;1;TAPETE;INTERNO;NOITE;FACA_2_1_TAPETE_INTERNO_NOITE_DSCN8750.JPG
2952594;DSCN8274.JPG;FACA;2;2;ASSOALHO;INTERNO;DIA;FACA_2_2_ASSOALHO_INTERNO_DIA_DSCN8274.JPG
3252517;DSCN8612.JPG;FACA;2;2;ASSOALHO;INTERNO;NOITE;FACA_2_2_ASSOALHO_INTERNO_NOITE_DSCN8612.JPG
3017406;DSCN7980.JPG;FACA;2;2;BRANCO;EXTERNO;DIA;FACA_2_2_BRANCO_EXTERNO_DIA_DSCN7980.JPG
3071636;DSCN9236.JPG;FACA;2;2;BRANCO;EXTERNO;NOITE;FACA_2_2_BRANCO_EXTERNO_NOITE_DSCN9236.JPG
3074974;DSCN8440.JPG;FACA;2;2;BRANCO;INTERNO;DIA;FACA_2_2_BRANCO_INTERNO_DIA_DSCN8440.JPG
3006277;DSCN8894.JPG;FACA;2;2;BRANCO;INTERNO;NOITE;FACA_2_2_BRANCO_INTERNO_NOITE_DSCN8894.JPG
3327222;DSCN7720.JPG;FACA;2;2;PEDRA;EXTERNO;DIA;FACA_2_2_PEDRA_EXTERNO_DIA_DSCN7720.JPG
3333416;DSCN9044.JPG;FACA;2;2;PEDRA;EXTERNO;NOITE;FACA_2_2_PEDRA_EXTERNO_NOITE_DSCN9044.JPG
3261130;DSCN7855.JPG;FACA;2;2;TAPETE;EXTERNO;DIA;FACA_2_2_TAPETE_EXTERNO_DIA_DSCN7855.JPG
3236194;DSCN9137.JPG;FACA;2;2;TAPETE;EXTERNO;NOITE;FACA_2_2_TAPETE_EXTERNO_NOITE_DSCN9137.JPG
3224076;DSCN8310.JPG;FACA;2;2;TAPETE;INTERNO;DIA;FACA_2_2_TAPETE_INTERNO_DIA_DSCN8310.JPG
3337351;DSCN8751.JPG;FACA;2;2;TAPETE;INTERNO;NOITE;FACA_2_2_TAPETE_INTERNO_NOITE_DSCN8751.JPG
3182500;DSCN8275.JPG;FACA;2;3;ASSOALHO;INTERNO;DIA;FACA_2_3_ASSOALHO_INTERNO_DIA_DSCN8275.JPG
3210113;DSCN8613.JPG;FACA;2;3;ASSOALHO;INTERNO;NOITE;FACA_2_3_ASSOALHO_INTERNO_NOITE_DSCN8613.JPG
2981794;DSCN7981.JPG;FACA;2;3;BRANCO;EXTERNO;DIA;FACA_2_3_BRANCO_EXTERNO_DIA_DSCN7981.JPG
3111396;DSCN9237.JPG;FACA;2;3;BRANCO;EXTERNO;NOITE;FACA_2_3_BRANCO_EXTERNO_NOITE_DSCN9237.JPG
3076704;DSCN8441.JPG;FACA;2;3;BRANCO;INTERNO;DIA;FACA_2_3_BRANCO_INTERNO_DIA_DSCN8441.JPG
3009944;DSCN8895.JPG;FACA;2;3;BRANCO;INTERNO;NOITE;FACA_2_3_BRANCO_INTERNO_NOITE_DSCN8895.JPG
3318211;DSCN7721.JPG;FACA;2;3;PEDRA;EXTERNO;DIA;FACA_2_3_PEDRA_EXTERNO_DIA_DSCN7721.JPG
3330237;DSCN9045.JPG;FACA;2;3;PEDRA;EXTERNO;NOITE;FACA_2_3_PEDRA_EXTERNO_NOITE_DSCN9045.JPG
3290463;DSCN7856.JPG;FACA;2;3;TAPETE;EXTERNO;DIA;FACA_2_3_TAPETE_EXTERNO_DIA_DSCN7856.JPG
3252712;DSCN9138.JPG;FACA;2;3;TAPETE;EXTERNO;NOITE;FACA_2_3_TAPETE_EXTERNO_NOITE_DSCN9138.JPG
3296495;DSCN8311.JPG;FACA;2;3;TAPETE;INTERNO;DIA;FACA_2_3_TAPETE_INTERNO_DIA_DSCN8311.JPG
3338677;DSCN8752.JPG;FACA;2;3;TAPETE;INTERNO;NOITE;FACA_2_3_TAPETE_INTERNO_NOITE_DSCN8752.JPG
3006198;DSCN8160.JPG;FACA;3;1;ASSOALHO;INTERNO;DIA;FACA_3_1_ASSOALHO_INTERNO_DIA_DSCN8160.JPG
3284080;DSCN8614.JPG;FACA;3;1;ASSOALHO;INTERNO;NOITE;FACA_3_1_ASSOALHO_INTERNO_NOITE_DSCN8614.JPG
2978492;DSCN7982.JPG;FACA;3;1;BRANCO;EXTERNO;DIA;FACA_3_1_BRANCO_EXTERNO_DIA_DSCN7982.JPG
3088689;DSCN9238.JPG;FACA;3;1;BRANCO;EXTERNO;NOITE;FACA_3_1_BRANCO_EXTERNO_NOITE_DSCN9238.JPG
3081689;DSCN8443.JPG;FACA;3;1;BRANCO;INTERNO;DIA;FACA_3_1_BRANCO_INTERNO_DIA_DSCN8443.JPG
3006660;DSCN8896.JPG;FACA;3;1;BRANCO;INTERNO;NOITE;FACA_3_1_BRANCO_INTERNO_NOITE_DSCN8896.JPG
3205655;DSCN7725.JPG;FACA;3;1;PEDRA;EXTERNO;DIA;FACA_3_1_PEDRA_EXTERNO_DIA_DSCN7725.JPG
3148135;DSCN9046.JPG;FACA;3;1;PEDRA;EXTERNO;NOITE;FACA_3_1_PEDRA_EXTERNO_NOITE_DSCN9046.JPG
3231446;DSCN7851.JPG;FACA;3;1;TAPETE;EXTERNO;DIA;FACA_3_1_TAPETE_EXTERNO_DIA_DSCN7851.JPG
3351583;DSCN9139.JPG;FACA;3;1;TAPETE;EXTERNO;NOITE;FACA_3_1_TAPETE_EXTERNO_NOITE_DSCN9139.JPG
3310597;DSCN8312.JPG;FACA;3;1;TAPETE;INTERNO;DIA;FACA_3_1_TAPETE_INTERNO_DIA_DSCN8312.JPG
3168749;DSCN8753.JPG;FACA;3;1;TAPETE;INTERNO;NOITE;FACA_3_1_TAPETE_INTERNO_NOITE_DSCN8753.JPG
3057957;DSCN8161.JPG;FACA;3;2;ASSOALHO;INTERNO;DIA;FACA_3_2_ASSOALHO_INTERNO_DIA_DSCN8161.JPG
3257230;DSCN8615.JPG;FACA;3;2;ASSOALHO;INTERNO;NOITE;FACA_3_2_ASSOALHO_INTERNO_NOITE_DSCN8615.JPG
2981185;DSCN7983.JPG;FACA;3;2;BRANCO;EXTERNO;DIA;FACA_3_2_BRANCO_EXTERNO_DIA_DSCN7983.JPG
3108096;DSCN9239.JPG;FACA;3;2;BRANCO;EXTERNO;NOITE;FACA_3_2_BRANCO_EXTERNO_NOITE_DSCN9239.JPG
3085563;DSCN8444.JPG;FACA;3;2;BRANCO;INTERNO;DIA;FACA_3_2_BRANCO_INTERNO_DIA_DSCN8444.JPG
3000748;DSCN8897.JPG;FACA;3;2;BRANCO;INTERNO;NOITE;FACA_3_2_BRANCO_INTERNO_NOITE_DSCN8897.JPG
3031736;DSCN7726.JPG;FACA;3;2;PEDRA;EXTERNO;DIA;FACA_3_2_PEDRA_EXTERNO_DIA_DSCN7726.JPG
3135621;DSCN9047.JPG;FACA;3;2;PEDRA;EXTERNO;NOITE;FACA_3_2_PEDRA_EXTERNO_NOITE_DSCN9047.JPG
3231414;DSCN7852.JPG;FACA;3;2;TAPETE;EXTERNO;DIA;FACA_3_2_TAPETE_EXTERNO_DIA_DSCN7852.JPG
3352823;DSCN9140.JPG;FACA;3;2;TAPETE;EXTERNO;NOITE;FACA_3_2_TAPETE_EXTERNO_NOITE_DSCN9140.JPG
3353212;DSCN8313.JPG;FACA;3;2;TAPETE;INTERNO;DIA;FACA_3_2_TAPETE_INTERNO_DIA_DSCN8313.JPG
3213621;DSCN8754.JPG;FACA;3;2;TAPETE;INTERNO;NOITE;FACA_3_2_TAPETE_INTERNO_NOITE_DSCN8754.JPG
2999416;DSCN8162.JPG;FACA;3;3;ASSOALHO;INTERNO;DIA;FACA_3_3_ASSOALHO_INTERNO_DIA_DSCN8162.JPG
3117040;DSCN8616.JPG;FACA;3;3;ASSOALHO;INTERNO;NOITE;FACA_3_3_ASSOALHO_INTERNO_NOITE_DSCN8616.JPG
2974128;DSCN7984.JPG;FACA;3;3;BRANCO;EXTERNO;DIA;FACA_3_3_BRANCO_EXTERNO_DIA_DSCN7984.JPG
3081777;DSCN9240.JPG;FACA;3;3;BRANCO;EXTERNO;NOITE;FACA_3_3_BRANCO_EXTERNO_NOITE_DSCN9240.JPG
3078642;DSCN8445.JPG;FACA;3;3;BRANCO;INTERNO;DIA;FACA_3_3_BRANCO_INTERNO_DIA_DSCN8445.JPG
3008239;DSCN8899.JPG;FACA;3;3;BRANCO;INTERNO;NOITE;FACA_3_3_BRANCO_INTERNO_NOITE_DSCN8899.JPG
3314379;DSCN7727.JPG;FACA;3;3;PEDRA;EXTERNO;DIA;FACA_3_3_PEDRA_EXTERNO_DIA_DSCN7727.JPG
3339613;DSCN9048.JPG;FACA;3;3;PEDRA;EXTERNO;NOITE;FACA_3_3_PEDRA_EXTERNO_NOITE_DSCN9048.JPG
3272775;DSCN7853.JPG;FACA;3;3;TAPETE;EXTERNO;DIA;FACA_3_3_TAPETE_EXTERNO_DIA_DSCN7853.JPG
3229586;DSCN9141.JPG;FACA;3;3;TAPETE;EXTERNO;NOITE;FACA_3_3_TAPETE_EXTERNO_NOITE_DSCN9141.JPG
3222998;DSCN8314.JPG;FACA;3;3;TAPETE;INTERNO;DIA;FACA_3_3_TAPETE_INTERNO_DIA_DSCN8314.JPG
3122015;DSCN8755.JPG;FACA;3;3;TAPETE;INTERNO;NOITE;FACA_3_3_TAPETE_INTERNO_NOITE_DSCN8755.JPG
3281159;DSCN8154.JPG;FACA;4;1;ASSOALHO;INTERNO;DIA;FACA_4_1_ASSOALHO_INTERNO_DIA_DSCN8154.JPG
3191878;DSCN8617.JPG;FACA;4;1;ASSOALHO;INTERNO;NOITE;FACA_4_1_ASSOALHO_INTERNO_NOITE_DSCN8617.JPG
3004388;DSCN7985.JPG;FACA;4;1;BRANCO;EXTERNO;DIA;FACA_4_1_BRANCO_EXTERNO_DIA_DSCN7985.JPG
3113024;DSCN9241.JPG;FACA;4;1;BRANCO;EXTERNO;NOITE;FACA_4_1_BRANCO_EXTERNO_NOITE_DSCN9241.JPG
3063206;DSCN8446.JPG;FACA;4;1;BRANCO;INTERNO;DIA;FACA_4_1_BRANCO_INTERNO_DIA_DSCN8446.JPG
3018462;DSCN8900.JPG;FACA;4;1;BRANCO;INTERNO;NOITE;FACA_4_1_BRANCO_INTERNO_NOITE_DSCN8900.JPG
3305494;DSCN7728.JPG;FACA;4;1;PEDRA;EXTERNO;DIA;FACA_4_1_PEDRA_EXTERNO_DIA_DSCN7728.JPG
3151547;DSCN9049.JPG;FACA;4;1;PEDRA;EXTERNO;NOITE;FACA_4_1_PEDRA_EXTERNO_NOITE_DSCN9049.JPG
3256575;DSCN7857.JPG;FACA;4;1;TAPETE;EXTERNO;DIA;FACA_4_1_TAPETE_EXTERNO_DIA_DSCN7857.JPG
3206917;DSCN9142.JPG;FACA;4;1;TAPETE;EXTERNO;NOITE;FACA_4_1_TAPETE_EXTERNO_NOITE_DSCN9142.JPG
3366836;DSCN8315.JPG;FACA;4;1;TAPETE;INTERNO;DIA;FACA_4_1_TAPETE_INTERNO_DIA_DSCN8315.JPG
3207199;DSCN8756.JPG;FACA;4;1;TAPETE;INTERNO;NOITE;FACA_4_1_TAPETE_INTERNO_NOITE_DSCN8756.JPG
3037803;DSCN8155.JPG;FACA;4;2;ASSOALHO;INTERNO;DIA;FACA_4_2_ASSOALHO_INTERNO_DIA_DSCN8155.JPG
3193384;DSCN8618.JPG;FACA;4;2;ASSOALHO;INTERNO;NOITE;FACA_4_2_ASSOALHO_INTERNO_NOITE_DSCN8618.JPG
3012893;DSCN7986.JPG;FACA;4;2;BRANCO;EXTERNO;DIA;FACA_4_2_BRANCO_EXTERNO_DIA_DSCN7986.JPG
3083280;DSCN9242.JPG;FACA;4;2;BRANCO;EXTERNO;NOITE;FACA_4_2_BRANCO_EXTERNO_NOITE_DSCN9242.JPG
3068955;DSCN8447.JPG;FACA;4;2;BRANCO;INTERNO;DIA;FACA_4_2_BRANCO_INTERNO_DIA_DSCN8447.JPG
3011628;DSCN8901.JPG;FACA;4;2;BRANCO;INTERNO;NOITE;FACA_4_2_BRANCO_INTERNO_NOITE_DSCN8901.JPG
3364827;DSCN7729.JPG;FACA;4;2;PEDRA;EXTERNO;DIA;FACA_4_2_PEDRA_EXTERNO_DIA_DSCN7729.JPG
3317804;DSCN9050.JPG;FACA;4;2;PEDRA;EXTERNO;NOITE;FACA_4_2_PEDRA_EXTERNO_NOITE_DSCN9050.JPG
3332931;DSCN7858.JPG;FACA;4;2;TAPETE;EXTERNO;DIA;FACA_4_2_TAPETE_EXTERNO_DIA_DSCN7858.JPG
3238845;DSCN9143.JPG;FACA;4;2;TAPETE;EXTERNO;NOITE;FACA_4_2_TAPETE_EXTERNO_NOITE_DSCN9143.JPG
3289550;DSCN8316.JPG;FACA;4;2;TAPETE;INTERNO;DIA;FACA_4_2_TAPETE_INTERNO_DIA_DSCN8316.JPG
3281246;DSCN8757.JPG;FACA;4;2;TAPETE;INTERNO;NOITE;FACA_4_2_TAPETE_INTERNO_NOITE_DSCN8757.JPG
3261986;DSCN8156.JPG;FACA;4;3;ASSOALHO;INTERNO;DIA;FACA_4_3_ASSOALHO_INTERNO_DIA_DSCN8156.JPG
3289041;DSCN8619.JPG;FACA;4;3;ASSOALHO;INTERNO;NOITE;FACA_4_3_ASSOALHO_INTERNO_NOITE_DSCN8619.JPG
3019875;DSCN7987.JPG;FACA;4;3;BRANCO;EXTERNO;DIA;FACA_4_3_BRANCO_EXTERNO_DIA_DSCN7987.JPG
3103371;DSCN9243.JPG;FACA;4;3;BRANCO;EXTERNO;NOITE;FACA_4_3_BRANCO_EXTERNO_NOITE_DSCN9243.JPG
3070792;DSCN8448.JPG;FACA;4;3;BRANCO;INTERNO;DIA;FACA_4_3_BRANCO_INTERNO_DIA_DSCN8448.JPG
3019661;DSCN8902.JPG;FACA;4;3;BRANCO;INTERNO;NOITE;FACA_4_3_BRANCO_INTERNO_NOITE_DSCN8902.JPG
3346997;DSCN7730.JPG;FACA;4;3;PEDRA;EXTERNO;DIA;FACA_4_3_PEDRA_EXTERNO_DIA_DSCN7730.JPG
3150211;DSCN9051.JPG;FACA;4;3;PEDRA;EXTERNO;NOITE;FACA_4_3_PEDRA_EXTERNO_NOITE_DSCN9051.JPG
3228932;DSCN7859.JPG;FACA;4;3;TAPETE;EXTERNO;DIA;FACA_4_3_TAPETE_EXTERNO_DIA_DSCN7859.JPG
3344612;DSCN9144.JPG;FACA;4;3;TAPETE;EXTERNO;NOITE;FACA_4_3_TAPETE_EXTERNO_NOITE_DSCN9144.JPG
3298953;DSCN8317.JPG;FACA;4;3;TAPETE;INTERNO;DIA;FACA_4_3_TAPETE_INTERNO_DIA_DSCN8317.JPG
3322826;DSCN8758.JPG;FACA;4;3;TAPETE;INTERNO;NOITE;FACA_4_3_TAPETE_INTERNO_NOITE_DSCN8758.JPG
3003283;DSCN8157.JPG;FACA;5;1;ASSOALHO;INTERNO;DIA;FACA_5_1_ASSOALHO_INTERNO_DIA_DSCN8157.JPG
3187647;DSCN8620.JPG;FACA;5;1;ASSOALHO;INTERNO;NOITE;FACA_5_1_ASSOALHO_INTERNO_NOITE_DSCN8620.JPG
3107058;DSCN7988.JPG;FACA;5;1;BRANCO;EXTERNO;DIA;FACA_5_1_BRANCO_EXTERNO_DIA_DSCN7988.JPG
3064737;DSCN9244.JPG;FACA;5;1;BRANCO;EXTERNO;NOITE;FACA_5_1_BRANCO_EXTERNO_NOITE_DSCN9244.JPG
3068215;DSCN8449.JPG;FACA;5;1;BRANCO;INTERNO;DIA;FACA_5_1_BRANCO_INTERNO_DIA_DSCN8449.JPG
3030401;DSCN8903.JPG;FACA;5;1;BRANCO;INTERNO;NOITE;FACA_5_1_BRANCO_INTERNO_NOITE_DSCN8903.JPG
3386054;DSCN7731.JPG;FACA;5;1;PEDRA;EXTERNO;DIA;FACA_5_1_PEDRA_EXTERNO_DIA_DSCN7731.JPG
3310842;DSCN9052.JPG;FACA;5;1;PEDRA;EXTERNO;NOITE;FACA_5_1_PEDRA_EXTERNO_NOITE_DSCN9052.JPG
3268338;DSCN7860.JPG;FACA;5;1;TAPETE;EXTERNO;DIA;FACA_5_1_TAPETE_EXTERNO_DIA_DSCN7860.JPG
3198239;DSCN9145.JPG;FACA;5;1;TAPETE;EXTERNO;NOITE;FACA_5_1_TAPETE_EXTERNO_NOITE_DSCN9145.JPG
3300527;DSCN8318.JPG;FACA;5;1;TAPETE;INTERNO;DIA;FACA_5_1_TAPETE_INTERNO_DIA_DSCN8318.JPG
3146084;DSCN8759.JPG;FACA;5;1;TAPETE;INTERNO;NOITE;FACA_5_1_TAPETE_INTERNO_NOITE_DSCN8759.JPG
3060294;DSCN8158.JPG;FACA;5;2;ASSOALHO;INTERNO;DIA;FACA_5_2_ASSOALHO_INTERNO_DIA_DSCN8158.JPG
3271026;DSCN8621.JPG;FACA;5;2;ASSOALHO;INTERNO;NOITE;FACA_5_2_ASSOALHO_INTERNO_NOITE_DSCN8621.JPG
3146736;DSCN7989.JPG;FACA;5;2;BRANCO;EXTERNO;DIA;FACA_5_2_BRANCO_EXTERNO_DIA_DSCN7989.JPG
3028925;DSCN9245.JPG;FACA;5;2;BRANCO;EXTERNO;NOITE;FACA_5_2_BRANCO_EXTERNO_NOITE_DSCN9245.JPG
3059939;DSCN8450.JPG;FACA;5;2;BRANCO;INTERNO;DIA;FACA_5_2_BRANCO_INTERNO_DIA_DSCN8450.JPG
3020895;DSCN8904.JPG;FACA;5;2;BRANCO;INTERNO;NOITE;FACA_5_2_BRANCO_INTERNO_NOITE_DSCN8904.JPG
3219839;DSCN7732.JPG;FACA;5;2;PEDRA;EXTERNO;DIA;FACA_5_2_PEDRA_EXTERNO_DIA_DSCN7732.JPG
3118597;DSCN9053.JPG;FACA;5;2;PEDRA;EXTERNO;NOITE;FACA_5_2_PEDRA_EXTERNO_NOITE_DSCN9053.JPG
3373441;DSCN7861.JPG;FACA;5;2;TAPETE;EXTERNO;DIA;FACA_5_2_TAPETE_EXTERNO_DIA_DSCN7861.JPG
3312936;DSCN9146.JPG;FACA;5;2;TAPETE;EXTERNO;NOITE;FACA_5_2_TAPETE_EXTERNO_NOITE_DSCN9146.JPG
3281941;DSCN8319.JPG;FACA;5;2;TAPETE;INTERNO;DIA;FACA_5_2_TAPETE_INTERNO_DIA_DSCN8319.JPG
3105032;DSCN8760.JPG;FACA;5;2;TAPETE;INTERNO;NOITE;FACA_5_2_TAPETE_INTERNO_NOITE_DSCN8760.JPG
3196987;DSCN8159.JPG;FACA;5;3;ASSOALHO;INTERNO;DIA;FACA_5_3_ASSOALHO_INTERNO_DIA_DSCN8159.JPG
3262459;DSCN8622.JPG;FACA;5;3;ASSOALHO;INTERNO;NOITE;FACA_5_3_ASSOALHO_INTERNO_NOITE_DSCN8622.JPG
3152838;DSCN7990.JPG;FACA;5;3;BRANCO;EXTERNO;DIA;FACA_5_3_BRANCO_EXTERNO_DIA_DSCN7990.JPG
